물건번호,사건번호,물건종류,소재지,감정가,최저입찰가,낙찰가,입찰자수,면적,경매회차,지역,낙찰률,수집일시
SAMPLE-000203,2024타경12103,다세대,인천 송파구,237331870,237331870,237331870,6,68.91,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000204,2024타경70815,상가,경기 남구,1640239954,1049753570,1049753570,4,46.04,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000205,2024타경75206,상가,서울 송파구,213913784,136904821,139054034,2,91.27,3,서울,0.65,2026-02-02 20:53:01
SAMPLE-000206,2024타경32164,다세대,경기 중구,397291585,317833268,317833268,7,107.8,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000207,2024타경88824,다세대,인천 서초구,453184959,362547967,362547967,4,94.36,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-000208,2024타경82762,오피스텔,부산 송파구,501334465,501334465,501334465,6,44.83,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000209,2024타경61539,단독주택,경기 중구,714846423,571877138,571877138,6,111.92,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000210,2024타경65571,오피스텔,서울 중구,793137528,793137528,793137528,14,73.17,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000211,2024타경55619,상가,기타 남구,1321800339,676761773,676761773,1,174.93,4,기타,0.512,2026-02-02 20:53:01
SAMPLE-000212,2024타경25408,단독주택,기타 중구,514832103,411865682,411865682,2,117.1,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000213,2024타경29583,상가,경기 송파구,2343851071,1500064686,1500064686,3,58.92,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000214,2024타경68870,단독주택,서울 남구,700638460,560510768,560510768,7,37.4,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000215,2024타경77568,아파트,부산 남구,946377286,757101829,757101829,4,41.74,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000216,2024타경73909,오피스텔,부산 강남구,346706468,277365175,277365175,5,72.18,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000217,2024타경25916,오피스텔,기타 서초구,435897845,278974620,281074840,1,40.25,3,기타,0.6448,2026-02-02 20:53:01
SAMPLE-000218,2024타경81128,다세대,서울 남구,329157944,329157944,329157944,14,50.89,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000219,2024타경88388,다세대,부산 중구,280814974,143777266,170182553,2,93.37,4,부산,0.606,2026-02-02 20:53:01
SAMPLE-000220,2024타경68226,아파트,대구 송파구,841990639,538874009,542806862,2,149.6,3,대구,0.6447,2026-02-02 20:53:01
SAMPLE-000221,2024타경68817,오피스텔,인천 송파구,208566989,133482872,133482872,3,53.39,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-000222,2024타경65021,단독주택,경기 송파구,689639128,689639128,689639128,14,47.31,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000223,2024타경86524,단독주택,서울 강남구,559802034,286618641,306288950,1,105.11,4,서울,0.5471,2026-02-02 20:53:01
SAMPLE-000224,2024타경42299,다세대,서울 서초구,78392923,40137176,48521437,2,35.41,4,서울,0.619,2026-02-02 20:53:01
SAMPLE-000225,2024타경29309,다세대,대구 중구,189491328,189491328,189491328,8,98.17,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000226,2024타경65798,아파트,서울 송파구,307387150,157382221,207141907,3,100.14,4,서울,0.6739,2026-02-02 20:53:01
SAMPLE-000227,2024타경51574,상가,부산 서초구,287600693,287600693,287600693,11,42.86,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000228,2024타경53618,상가,서울 남구,561281222,561281222,561281222,11,49.67,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000229,2024타경82920,아파트,경기 서초구,345784123,276627298,276627298,6,49.32,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000230,2024타경37042,다세대,기타 강남구,152248769,121799015,121799015,3,52.48,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000231,2024타경79443,오피스텔,경기 송파구,439613948,281352927,287962151,3,44.19,3,경기,0.655,2026-02-02 20:53:01
SAMPLE-000232,2024타경68219,단독주택,기타 송파구,201267528,161014023,161014023,2,49.81,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000233,2024타경93973,다세대,경기 서초구,214277780,214277780,214277780,7,38.22,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000234,2024타경93136,다세대,서울 중구,444543255,227606146,270654538,3,54.69,4,서울,0.6088,2026-02-02 20:53:01
SAMPLE-000235,2024타경73768,오피스텔,경기 중구,582838103,582838103,582838103,7,79.86,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000236,2024타경35933,다세대,서울 송파구,357247732,228638548,232143008,1,98.16,3,서울,0.6498,2026-02-02 20:53:01
SAMPLE-000237,2024타경71922,단독주택,경기 남구,239909804,153542274,153542274,2,51.15,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000238,2024타경42006,오피스텔,경기 중구,103052782,103052782,103052782,8,67.24,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000239,2024타경32927,단독주택,경기 서초구,307402585,307402585,307402585,5,49.96,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000240,2024타경79855,상가,대구 서초구,1388038654,1110430923,1110430923,4,153.68,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-000241,2024타경73928,상가,대구 중구,1090074060,697647398,697647398,1,87.38,3,대구,0.64,2026-02-02 20:53:01
SAMPLE-000242,2024타경49560,아파트,경기 서초구,234038869,187231095,187231095,2,44.98,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000243,2024타경36627,단독주택,기타 서초구,532785414,426228331,426228331,4,89.35,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000244,2024타경83034,다세대,서울 남구,392891289,392891289,392891289,10,74.3,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000245,2024타경69754,오피스텔,경기 송파구,518125859,414500687,414500687,6,55.65,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000246,2024타경73477,아파트,기타 송파구,212085728,169668583,169668583,3,105.36,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000247,2024타경16135,다세대,인천 중구,532824848,341007902,341007902,2,34.54,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-000248,2024타경63370,상가,서울 송파구,1647590375,843566272,944328953,1,148.63,4,서울,0.5732,2026-02-02 20:53:01
SAMPLE-000249,2024타경53116,상가,인천 송파구,1434457243,1434457243,1434457243,8,130.89,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000250,2024타경76471,단독주택,인천 남구,371099877,237503921,237503921,1,56.89,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-000251,2024타경78111,오피스텔,대구 송파구,492632732,315284948,315284948,2,53.19,3,대구,0.64,2026-02-02 20:53:01
SAMPLE-000252,2024타경93564,단독주택,경기 중구,813729580,813729580,813729580,9,59.42,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000253,2024타경23331,아파트,대구 송파구,435009543,435009543,435009543,8,149.42,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000254,2024타경93886,오피스텔,경기 송파구,435671209,348536967,348536967,5,34.02,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000255,2024타경56546,상가,기타 강남구,1144656334,1144656334,1144656334,11,160.98,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000256,2024타경25540,단독주택,서울 중구,284577050,284577050,284577050,7,74.94,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000257,2024타경84229,다세대,서울 서초구,624263257,499410605,499410605,5,114.65,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000258,2024타경84286,단독주택,경기 송파구,644279191,515423353,515423353,4,108.47,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000259,2024타경85609,오피스텔,경기 서초구,479385604,479385604,479385604,9,51.42,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000260,2024타경95414,상가,경기 강남구,1495601967,1196481573,1196481573,3,166.29,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000261,2024타경59056,상가,서울 중구,796068358,796068358,796068358,5,126.37,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000262,2024타경97902,오피스텔,서울 중구,464097430,464097430,464097430,9,31.96,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000263,2024타경90846,단독주택,서울 송파구,691377094,442481340,458337126,3,31.89,3,서울,0.6629,2026-02-02 20:53:01
SAMPLE-000264,2024타경67174,단독주택,경기 남구,579131808,579131808,579131808,5,73.5,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000265,2024타경46824,오피스텔,대구 서초구,333084880,333084880,333084880,4,77.59,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000266,2024타경62413,단독주택,기타 남구,534171882,427337505,427337505,1,98.11,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000267,2024타경42230,오피스텔,경기 남구,143897030,115117624,115117624,3,20.25,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000268,2024타경55760,상가,서울 송파구,295278399,295278399,295278399,16,134.98,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000269,2024타경93286,오피스텔,기타 중구,139251030,139251030,139251030,7,67.95,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000270,2024타경31398,단독주택,인천 송파구,448140690,448140690,448140690,13,41.97,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000271,2024타경86976,상가,서울 중구,347087667,347087667,347087667,9,170.67,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000272,2024타경15622,상가,기타 남구,172611657,172611657,172611657,4,147.98,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000273,2024타경73382,오피스텔,서울 송파구,144126087,144126087,144126087,9,62.86,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000274,2024타경94518,아파트,부산 서초구,921737320,921737320,921737320,8,102.93,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000275,2024타경19873,다세대,경기 서초구,175557126,140445701,140445701,3,55.5,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000276,2024타경59036,상가,기타 중구,1595363114,1595363114,1595363114,4,152.43,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000277,2024타경86646,상가,인천 중구,609648742,390175195,390175195,4,158.87,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-000278,2024타경29773,다세대,부산 강남구,215132633,215132633,215132633,4,43.25,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000279,2024타경38350,단독주택,부산 남구,360425036,360425036,360425036,7,98.87,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000280,2024타경54414,상가,대구 송파구,1432493053,733436443,809521717,1,76.53,4,대구,0.5651,2026-02-02 20:53:01
SAMPLE-000281,2024타경71826,다세대,서울 남구,194560822,155648657,155648657,7,30.46,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000282,2024타경62091,오피스텔,기타 중구,154568405,154568405,154568405,11,25.29,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000283,2024타경72699,다세대,경기 강남구,538645395,275786442,319266979,2,34.25,4,경기,0.5927,2026-02-02 20:53:01
SAMPLE-000284,2024타경61796,상가,경기 남구,1124715934,899772747,899772747,4,179.59,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000285,2024타경77087,상가,대구 송파구,1620546792,1296437434,1296437434,2,175.05,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-000286,2024타경33834,아파트,경기 송파구,637001246,637001246,637001246,13,134.83,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000287,2024타경81792,오피스텔,인천 남구,499106760,499106760,499106760,5,26.64,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000288,2024타경26576,오피스텔,인천 중구,379087408,242615941,242615941,2,71.69,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-000289,2024타경80167,아파트,대구 송파구,168867183,168867183,168867183,4,117.7,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000290,2024타경14368,아파트,서울 강남구,713482956,456629091,496801447,3,81.46,3,서울,0.6963,2026-02-02 20:53:01
SAMPLE-000291,2024타경59737,오피스텔,인천 송파구,158839927,81326042,101196281,2,24.23,4,인천,0.6371,2026-02-02 20:53:01
SAMPLE-000292,2024타경90356,아파트,대구 중구,809434993,809434993,809434993,6,61.91,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000293,2024타경89737,아파트,인천 강남구,264215527,264215527,264215527,8,100.17,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000294,2024타경14321,상가,경기 중구,1551085039,1551085039,1551085039,12,62.64,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000295,2024타경91685,상가,경기 서초구,421572670,421572670,421572670,11,63.44,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000296,2024타경49895,아파트,대구 강남구,677482538,677482538,677482538,6,79.64,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000297,2024타경64675,단독주택,기타 송파구,204081167,204081167,204081167,7,116.92,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000298,2024타경29810,단독주택,서울 중구,475636124,475636124,475636124,19,71.85,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000299,2024타경55254,단독주택,기타 강남구,444069393,284204412,284204412,2,96.75,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-000300,2024타경93400,다세대,서울 남구,331825272,265460218,268326128,7,39.55,2,서울,0.8086,2026-02-02 20:53:01
SAMPLE-000301,2024타경91268,아파트,대구 송파구,536034971,343062382,364632493,2,56.85,3,대구,0.6802,2026-02-02 20:53:01
SAMPLE-000302,2024타경76708,오피스텔,경기 강남구,638661403,408743298,410986189,3,25.29,3,경기,0.6435,2026-02-02 20:53:01
SAMPLE-000303,2024타경30224,오피스텔,부산 중구,562870378,562870378,562870378,6,64.32,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000304,2024타경74952,단독주택,서울 중구,914740618,585433995,609495052,3,94.06,3,서울,0.6663,2026-02-02 20:53:01
SAMPLE-000305,2024타경41624,아파트,경기 강남구,422007223,270084623,288074808,3,55.0,3,경기,0.6826,2026-02-02 20:53:01
SAMPLE-000306,2024타경90583,다세대,부산 남구,66520824,66520824,66520824,5,72.73,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000307,2024타경18646,상가,서울 강남구,1454089696,930617406,994967913,5,110.82,3,서울,0.6843,2026-02-02 20:53:01
SAMPLE-000308,2024타경91731,상가,서울 서초구,436603786,349283029,349283029,8,96.85,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000309,2024타경37829,오피스텔,인천 남구,253905184,253905184,253905184,5,32.09,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000310,2024타경47860,오피스텔,경기 서초구,627678211,502142569,502142569,3,53.55,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000311,2024타경37200,다세대,경기 중구,128102274,81985455,85464737,4,82.35,3,경기,0.6672,2026-02-02 20:53:01
SAMPLE-000312,2024타경30836,오피스텔,인천 강남구,628087455,502469964,502469964,5,79.73,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-000313,2024타경95092,단독주택,경기 송파구,494364422,395491538,395491538,4,87.11,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000314,2024타경13681,다세대,서울 중구,234022054,234022054,234022054,9,57.93,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000315,2024타경99254,상가,경기 서초구,2102536771,1076498827,1099035997,2,60.71,4,경기,0.5227,2026-02-02 20:53:01
SAMPLE-000316,2024타경47335,아파트,경기 송파구,181983191,116469242,116469242,2,104.16,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000317,2024타경22126,오피스텔,경기 중구,663796418,531037134,531037134,6,63.04,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000318,2024타경90691,다세대,대구 송파구,270863919,110945861,143446571,1,34.91,5,대구,0.5296,2026-02-02 20:53:01
SAMPLE-000319,2024타경83690,상가,서울 중구,177198556,177198556,177198556,6,42.8,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000320,2024타경62797,오피스텔,경기 중구,173779995,139023996,139023996,2,77.68,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-000321,2024타경93732,상가,기타 서초구,774730682,619784545,619784545,4,79.34,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-000322,2024타경34502,아파트,서울 송파구,696707592,696707592,696707592,9,149.87,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000323,2024타경41331,상가,경기 송파구,2193877491,1404081594,1404081594,2,31.05,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000324,2024타경57299,아파트,서울 남구,1320689428,1320689428,1320689428,6,145.14,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000325,2024타경70186,아파트,서울 송파구,290071063,290071063,290071063,9,72.5,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000326,2024타경91914,상가,대구 강남구,497475336,397980269,397980269,2,68.15,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-000327,2024타경81846,상가,서울 중구,1432813097,1146250477,1146250477,5,187.39,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000328,2024타경68502,아파트,대구 강남구,220113226,220113226,220113226,4,59.03,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-000329,2024타경52982,단독주택,기타 서초구,489803245,313474077,313474077,1,30.61,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-000330,2024타경23890,다세대,경기 남구,459373835,293999254,303744980,2,48.99,3,경기,0.6612,2026-02-02 20:53:01
SAMPLE-000331,2024타경79093,단독주택,경기 중구,351670251,225068960,225068960,2,52.86,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000332,2024타경73749,오피스텔,경기 강남구,373302865,238913834,242970817,2,38.2,3,경기,0.6509,2026-02-02 20:53:01
SAMPLE-000333,2024타경80601,단독주택,경기 강남구,227506323,227506323,227506323,13,93.14,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000334,2024타경13880,아파트,부산 중구,611441754,489153403,489153403,4,70.21,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000335,2024타경95781,아파트,서울 서초구,752330091,752330091,752330091,11,100.94,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-000336,2024타경42930,상가,서울 서초구,1971044612,1576835690,1576835690,4,43.85,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000337,2024타경46404,단독주택,경기 서초구,700209625,358507328,416670455,2,54.04,4,경기,0.5951,2026-02-02 20:53:01
SAMPLE-000338,2024타경14042,오피스텔,부산 서초구,223051418,223051418,223051418,9,58.35,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-000339,2024타경58542,오피스텔,인천 서초구,161416158,66116058,80708079,1,59.01,5,인천,0.5,2026-02-02 20:53:01
SAMPLE-000340,2024타경98719,다세대,경기 강남구,343671862,140767995,171835931,1,35.94,5,경기,0.5,2026-02-02 20:53:01
SAMPLE-000341,2024타경77847,상가,서울 서초구,2189847390,896961491,1123425560,3,195.37,5,서울,0.513,2026-02-02 20:53:01
SAMPLE-000342,2024타경72888,다세대,경기 남구,355097234,227262230,227262230,1,38.22,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-000343,2024타경47528,단독주택,서울 남구,422781907,338225526,338225526,9,119.85,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-000344,2024타경88572,오피스텔,인천 강남구,272369799,272369799,272369799,9,66.61,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-000345,2024타경34398,오피스텔,부산 서초구,171462947,137170357,137170357,4,34.12,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-000346,2024타경32398,오피스텔,기타 중구,450053922,450053922,450053922,7,29.93,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-000347,2024타경96322,단독주택,경기 송파구,917657784,917657784,917657784,5,90.91,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-000348,2024타경11620,상가,서울 강남구,428188608,219232567,235235961,2,58.36,4,서울,0.5494,2026-02-02 20:53:01
SAMPLE-000349,2024타경93049,단독주택,경기 서초구,829265012,829265012,829265012,15,119.25,1,경기,1.0,2026-02-02 20:53:01
